Complaint_ID,Complaint_Date,Resolved_Date,Zone,Category,Department,Priority,Priority_Score,Status,Resolution_Delay_Days,Citizen_Satisfaction_Score,Month,Quarter,Week
CMP01212,2024-01-19,2024-01-28,North-East Zone,Public Safety,Police Dept,Medium,2,Resolved,9.0,2.8,January,Q1,3
CMP01213,2024-11-12,2024-11-19,South Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,7.0,3.3,November,Q4,46
CMP01214,2024-02-05,2024-02-25,Industrial Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,20.0,3.1,February,Q1,6
CMP01215,2024-04-30,,North Zone,Public Safety,Police Dept,High,3,Pending,,2.4,April,Q2,18
CMP01216,2024-11-19,,South-West Zone,Water Supply,Water Supply Dept,Low,1,Pending,,2.3,November,Q4,47
CMP01217,2024-12-16,,South Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,2.1,December,Q4,51
CMP01218,2024-05-27,2024-06-01,Industrial Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,5.0,3.9,May,Q2,22
CMP01219,2024-04-26,2024-05-03,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,7.0,3.3,April,Q2,17
CMP01220,2024-02-16,,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,1.2,February,Q1,7
CMP01221,2024-08-10,,North Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,1.5,August,Q3,32
CMP01222,2024-02-20,2024-02-26,East Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,6.0,3.2,February,Q1,8
CMP01223,2024-11-20,2024-11-24,East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,4.0,3.8,November,Q4,47
CMP01224,2024-12-26,2024-12-29,Industrial Zone,Road Damage,Public Works Dept,Medium,2,Resolved,3.0,4.9,December,Q4,52
CMP01225,2024-02-21,2024-03-02,North Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,10.0,1.6,February,Q1,8
CMP01226,2024-08-15,2024-08-20,East Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,5.0,3.2,August,Q3,33
CMP01227,2024-03-26,2024-04-01,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,6.0,3.5,March,Q1,13
CMP01228,2024-12-21,2024-12-27,North Zone,Public Safety,Police Dept,High,3,Resolved,6.0,3.1,December,Q4,51
CMP01229,2024-06-02,2024-06-18,East Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,16.0,3.2,June,Q2,22
CMP01230,2024-01-15,2024-01-24,North Zone,Road Damage,Public Works Dept,Medium,2,Resolved,9.0,3.4,January,Q1,3
CMP01231,2024-01-24,2024-02-13,West Zone,Road Damage,Public Works Dept,Low,1,Resolved,20.0,2.8,January,Q1,4
CMP01232,2024-06-15,,North-East Zone,Road Damage,Public Works Dept,High,3,In Progress,,1.3,June,Q2,24
CMP01233,2024-01-29,,West Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,1.2,January,Q1,5
CMP01234,2024-05-30,,North-East Zone,Road Damage,Public Works Dept,High,3,Pending,,2.5,May,Q2,22
CMP01235,2024-07-02,2024-07-05,East Zone,Street Light Failure,Electricity Dept,High,3,Resolved,3.0,4.2,July,Q3,27
CMP01236,2024-07-10,2024-07-16,North-East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,6.0,4.4,July,Q3,28
CMP01237,2024-08-08,2024-08-09,East Zone,Street Light Failure,Electricity Dept,High,3,Resolved,1.0,4.8,August,Q3,32
CMP01238,2024-03-15,,North Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.0,March,Q1,11
CMP01239,2024-05-05,2024-05-06,Central Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,1.0,4.9,May,Q2,18
CMP01240,2024-09-28,2024-10-03,West Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,5.0,4.4,September,Q3,39
CMP01241,2024-07-29,2024-08-05,Industrial Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,7.0,3.2,July,Q3,31
CMP01242,2024-10-16,,Industrial Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,2.4,October,Q4,42
CMP01243,2024-12-15,2024-12-22,Industrial Zone,Public Safety,Police Dept,High,3,Resolved,7.0,3.0,December,Q4,50
CMP01244,2024-04-02,2024-04-09,South-West Zone,Public Safety,Police Dept,High,3,Resolved,7.0,4.3,April,Q2,14
CMP01245,2024-03-28,2024-04-03,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,6.0,4.3,March,Q1,13
CMP01246,2024-03-30,2024-04-10,South-West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,11.0,1.9,March,Q1,13
CMP01247,2024-02-10,,South-West Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,1.1,February,Q1,6
CMP01248,2024-11-08,,East Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,1.7,November,Q4,45
CMP01249,2024-07-14,,South-West Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.3,July,Q3,28
CMP01250,2024-11-13,,North-East Zone,Road Damage,Public Works Dept,Medium,2,Pending,,2.2,November,Q4,46
CMP01251,2024-12-15,2024-12-27,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,12.0,2.7,December,Q4,50
CMP01252,2024-05-03,2024-05-12,Central Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,9.0,1.7,May,Q2,18
CMP01253,2024-09-11,2024-09-16,North Zone,Water Supply,Water Supply Dept,Low,1,Resolved,5.0,4.5,September,Q3,37
CMP01254,2024-10-25,2024-11-05,East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,11.0,2.5,October,Q4,43
CMP01255,2024-03-14,2024-03-18,South Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,4.0,3.9,March,Q1,11
CMP01256,2024-04-28,2024-04-29,South-West Zone,Public Safety,Police Dept,High,3,Resolved,1.0,4.5,April,Q2,17
CMP01257,2024-08-24,2024-08-28,West Zone,Public Safety,Police Dept,High,3,Resolved,4.0,3.2,August,Q3,34
CMP01258,2024-11-22,2024-12-01,North Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,9.0,1.9,November,Q4,47
CMP01259,2024-05-10,,South Zone,Road Damage,Public Works Dept,Low,1,In Progress,,2.4,May,Q2,19
CMP01260,2024-08-23,,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,2.1,August,Q3,34
CMP01261,2024-05-10,2024-05-16,West Zone,Drainage Problem,Drainage Dept,High,3,Resolved,6.0,3.5,May,Q2,19
CMP01262,2024-12-07,2024-12-16,North-East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,9.0,3.5,December,Q4,49
CMP01263,2024-01-05,,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.6,January,Q1,1
CMP01264,2024-08-26,2024-09-04,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,9.0,1.9,August,Q3,35
CMP01265,2024-05-27,,East Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.1,May,Q2,22
CMP01266,2024-12-12,2024-12-21,South-West Zone,Public Safety,Police Dept,Medium,2,Resolved,9.0,2.5,December,Q4,50
CMP01267,2024-10-06,,North-East Zone,Water Supply,Water Supply Dept,Low,1,In Progress,,1.7,October,Q4,40
CMP01268,2024-03-21,2024-04-01,Industrial Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,11.0,2.5,March,Q1,12
CMP01269,2024-02-07,,Industrial Zone,Public Safety,Police Dept,Medium,2,Pending,,2.4,February,Q1,6
CMP01270,2024-08-14,2024-08-19,Central Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,5.0,3.0,August,Q3,33
CMP01271,2024-06-25,2024-06-26,East Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,1.0,4.4,June,Q2,26
CMP01272,2024-10-27,2024-11-06,North Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,10.0,2.3,October,Q4,43
CMP01273,2024-06-02,2024-06-10,East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,8.0,3.4,June,Q2,22
CMP01274,2024-11-23,2024-12-05,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,12.0,1.7,November,Q4,47
CMP01275,2024-08-05,2024-08-13,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,8.0,2.2,August,Q3,32
CMP01276,2024-12-19,2024-12-27,West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,8.0,2.1,December,Q4,51
CMP01277,2024-05-08,2024-05-10,East Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,2.0,4.1,May,Q2,19
CMP01278,2024-08-21,2024-08-29,Central Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,8.0,3.4,August,Q3,34
CMP01279,2024-06-03,2024-06-21,North Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,18.0,2.8,June,Q2,23
CMP01280,2024-04-11,2024-04-17,West Zone,Road Damage,Public Works Dept,Low,1,Resolved,6.0,3.3,April,Q2,15
CMP01281,2024-07-15,2024-07-21,East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,6.0,4.1,July,Q3,29
CMP01282,2024-09-04,2024-09-10,South Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,6.0,4.0,September,Q3,36
CMP01283,2024-02-24,2024-02-28,North-East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,4.0,4.2,February,Q1,8
CMP01284,2024-05-01,,North Zone,Road Damage,Public Works Dept,Low,1,In Progress,,2.3,May,Q2,18
CMP01285,2024-07-14,2024-07-26,Central Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,12.0,1.5,July,Q3,28
CMP01286,2024-10-19,2024-10-22,Industrial Zone,Public Safety,Police Dept,Medium,2,Resolved,3.0,5.0,October,Q4,42
CMP01287,2024-07-02,,North-East Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,2.1,July,Q3,27
CMP01288,2024-10-21,2024-10-27,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,6.0,4.3,October,Q4,43
CMP01289,2024-05-31,,North-East Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.1,May,Q2,22
CMP01290,2024-12-24,2024-12-28,Industrial Zone,Road Damage,Public Works Dept,High,3,Resolved,4.0,4.3,December,Q4,52
CMP01291,2024-05-31,2024-06-06,Central Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,6.0,3.3,May,Q2,22
CMP01292,2024-01-12,2024-01-15,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,3.0,4.0,January,Q1,2
CMP01293,2024-12-03,2024-12-10,North Zone,Water Supply,Water Supply Dept,High,3,Resolved,7.0,3.8,December,Q4,49
CMP01294,2024-07-21,2024-07-27,West Zone,Public Safety,Police Dept,High,3,Resolved,6.0,3.2,July,Q3,29
CMP01295,2024-05-20,2024-05-26,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,6.0,3.7,May,Q2,21
CMP01296,2024-01-05,2024-01-08,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,3.0,4.0,January,Q1,1
CMP01297,2024-10-16,,East Zone,Street Light Failure,Electricity Dept,High,3,In Progress,,1.9,October,Q4,42
CMP01298,2024-12-17,2024-12-24,Industrial Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,7.0,3.3,December,Q4,51
CMP01299,2024-01-26,2024-01-29,North-East Zone,Public Safety,Police Dept,Medium,2,Resolved,3.0,4.7,January,Q1,4
CMP01300,2024-11-06,,East Zone,Water Supply,Water Supply Dept,Low,1,In Progress,,1.4,November,Q4,45
CMP01301,2024-09-11,2024-09-16,South Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,5.0,3.9,September,Q3,37
CMP01302,2024-05-26,,West Zone,Drainage Problem,Drainage Dept,Low,1,In Progress,,2.2,May,Q2,21
CMP01303,2024-04-27,,Central Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.6,April,Q2,17
CMP01304,2024-11-06,2024-11-25,Central Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,19.0,1.8,November,Q4,45
CMP01305,2024-06-29,2024-07-04,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,5.0,3.8,June,Q2,26
CMP01306,2024-04-22,2024-05-06,Central Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,14.0,1.8,April,Q2,17
CMP01307,2024-11-21,2024-11-22,Central Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,1.0,4.8,November,Q4,47
CMP01308,2024-04-07,,West Zone,Public Safety,Police Dept,Low,1,In Progress,,2.0,April,Q2,14
CMP01309,2024-11-13,2024-11-21,West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,8.0,2.2,November,Q4,46
CMP01310,2024-05-08,,North-East Zone,Garbage Collection,Sanitation Dept,High,3,In Progress,,2.4,May,Q2,19
CMP01311,2024-12-13,,South-West Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,2.2,December,Q4,50
CMP01312,2024-12-03,2024-12-11,East Zone,Public Safety,Police Dept,Medium,2,Resolved,8.0,1.6,December,Q4,49
CMP01313,2024-12-14,2024-12-26,Central Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,12.0,1.9,December,Q4,50
CMP01314,2024-03-11,,South-West Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.6,March,Q1,11
CMP01315,2024-11-17,2024-11-29,North Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,12.0,2.2,November,Q4,46
CMP01316,2024-02-19,,North-East Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,2.3,February,Q1,8
CMP01317,2024-11-17,2024-11-20,West Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,3.0,4.6,November,Q4,46
CMP01318,2024-11-26,2024-12-01,South-West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,5.0,3.0,November,Q4,48
CMP01319,2024-01-21,2024-02-02,South-West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,12.0,1.6,January,Q1,3
CMP01320,2024-06-07,,North Zone,Water Supply,Water Supply Dept,High,3,Pending,,1.0,June,Q2,23
CMP01321,2024-08-13,2024-08-22,West Zone,Public Safety,Police Dept,Medium,2,Resolved,9.0,2.4,August,Q3,33
CMP01322,2024-01-18,2024-01-28,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,10.0,3.0,January,Q1,3
CMP01323,2024-10-23,2024-10-27,East Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,4.0,3.2,October,Q4,43
CMP01324,2024-07-05,,North-East Zone,Traffic Congestion,Traffic Management Dept,High,3,Pending,,1.6,July,Q3,27
CMP01325,2024-03-08,,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,1.8,March,Q1,10
CMP01326,2024-02-16,,West Zone,Traffic Congestion,Traffic Management Dept,Low,1,In Progress,,2.1,February,Q1,7
CMP01327,2024-05-31,2024-06-07,South-West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,7.0,4.1,May,Q2,22
CMP01328,2024-06-16,,East Zone,Water Supply,Water Supply Dept,Low,1,Pending,,1.3,June,Q2,24
CMP01329,2024-07-31,,Industrial Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.2,July,Q3,31
CMP01330,2024-03-30,,South-West Zone,Garbage Collection,Sanitation Dept,Low,1,In Progress,,1.5,March,Q1,13
CMP01331,2024-04-12,2024-04-16,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,4.0,3.3,April,Q2,15
CMP01332,2024-03-08,2024-03-11,North Zone,Public Safety,Police Dept,High,3,Resolved,3.0,4.4,March,Q1,10
CMP01333,2024-10-03,2024-10-14,Industrial Zone,Public Safety,Police Dept,Low,1,Resolved,11.0,1.6,October,Q4,40
CMP01334,2024-07-06,2024-07-16,East Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,10.0,3.4,July,Q3,27
CMP01335,2024-09-28,2024-10-06,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,8.0,2.4,September,Q3,39
CMP01336,2024-09-13,2024-09-20,West Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,7.0,3.6,September,Q3,37
CMP01337,2024-05-19,2024-05-25,North Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,6.0,4.3,May,Q2,20
CMP01338,2024-03-25,2024-04-13,West Zone,Road Damage,Public Works Dept,Low,1,Resolved,19.0,2.4,March,Q1,13
CMP01339,2024-05-11,,North Zone,Road Damage,Public Works Dept,Low,1,In Progress,,2.3,May,Q2,19
CMP01340,2024-09-03,2024-09-09,North-East Zone,Drainage Problem,Drainage Dept,High,3,Resolved,6.0,4.2,September,Q3,36
CMP01341,2024-05-31,2024-06-07,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,7.0,3.0,May,Q2,22
CMP01342,2024-06-22,,West Zone,Water Supply,Water Supply Dept,High,3,Pending,,1.7,June,Q2,25
CMP01343,2024-02-28,2024-03-07,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,8.0,3.3,February,Q1,9
CMP01344,2024-08-27,2024-09-07,North-East Zone,Public Safety,Police Dept,Medium,2,Resolved,11.0,2.0,August,Q3,35
CMP01345,2024-02-08,2024-02-11,North-East Zone,Public Safety,Police Dept,High,3,Resolved,3.0,4.3,February,Q1,6
CMP01346,2024-03-13,2024-03-19,East Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,6.0,3.8,March,Q1,11
CMP01347,2024-04-25,2024-05-06,South-West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,11.0,3.4,April,Q2,17
CMP01348,2024-12-12,,Central Zone,Street Light Failure,Electricity Dept,Low,1,Pending,,2.0,December,Q4,50
CMP01349,2024-12-11,2024-12-24,North-East Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,13.0,1.7,December,Q4,50
CMP01350,2024-07-22,2024-07-25,Industrial Zone,Water Supply,Water Supply Dept,High,3,Resolved,3.0,4.5,July,Q3,30
CMP01351,2024-10-12,,North-East Zone,Public Safety,Police Dept,Medium,2,In Progress,,2.2,October,Q4,41
CMP01352,2024-07-06,2024-07-17,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,11.0,2.6,July,Q3,27
CMP01353,2024-02-16,2024-02-24,North Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,8.0,1.8,February,Q1,7
CMP01354,2024-07-21,2024-07-22,South Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,1.0,4.5,July,Q3,29
CMP01355,2024-01-08,,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,2.2,January,Q1,2
CMP01356,2024-05-15,,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.2,May,Q2,20
CMP01357,2024-10-01,,North-East Zone,Road Damage,Public Works Dept,Medium,2,Pending,,2.0,October,Q4,40
CMP01358,2024-03-04,2024-03-20,South Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,16.0,3.0,March,Q1,10
CMP01359,2024-08-20,2024-08-29,North Zone,Road Damage,Public Works Dept,Medium,2,Resolved,9.0,2.9,August,Q3,34
CMP01360,2024-07-07,2024-07-19,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,12.0,2.1,July,Q3,27
CMP01361,2024-12-10,2024-12-20,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,10.0,2.7,December,Q4,50
CMP01362,2024-12-10,2024-12-13,South Zone,Water Supply,Water Supply Dept,High,3,Resolved,3.0,4.2,December,Q4,50
CMP01363,2024-05-14,2024-05-15,South-West Zone,Public Safety,Police Dept,High,3,Resolved,1.0,4.3,May,Q2,20
CMP01364,2024-10-26,,South-West Zone,Road Damage,Public Works Dept,Low,1,Pending,,2.1,October,Q4,43
CMP01365,2024-07-14,2024-07-25,Central Zone,Public Safety,Police Dept,Low,1,Resolved,11.0,2.1,July,Q3,28
CMP01366,2024-11-22,,North Zone,Public Safety,Police Dept,Low,1,Pending,,2.1,November,Q4,47
CMP01367,2024-07-09,2024-07-14,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,5.0,3.7,July,Q3,28
CMP01368,2024-02-25,2024-03-03,South Zone,Water Supply,Water Supply Dept,High,3,Resolved,7.0,3.9,February,Q1,8
CMP01369,2024-12-11,2024-12-16,West Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,5.0,3.8,December,Q4,50
CMP01370,2024-04-29,2024-05-01,North Zone,Water Supply,Water Supply Dept,High,3,Resolved,2.0,5.0,April,Q2,18
CMP01371,2024-08-29,2024-09-01,Industrial Zone,Drainage Problem,Drainage Dept,High,3,Resolved,3.0,4.3,August,Q3,35
CMP01372,2024-01-13,,North-East Zone,Road Damage,Public Works Dept,Low,1,Pending,,2.3,January,Q1,2
CMP01373,2024-11-13,,West Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.5,November,Q4,46
CMP01374,2024-10-14,2024-10-25,West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,11.0,2.2,October,Q4,42
CMP01375,2024-06-16,,North Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,1.2,June,Q2,24
CMP01376,2024-11-08,2024-11-14,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,6.0,4.1,November,Q4,45
CMP01377,2024-04-23,,South Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,2.3,April,Q2,17
CMP01378,2024-11-27,2024-12-01,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,4.0,4.1,November,Q4,48
CMP01379,2024-02-02,,South-West Zone,Road Damage,Public Works Dept,High,3,Pending,,2.2,February,Q1,5
CMP01380,2024-11-21,2024-11-29,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,8.0,2.8,November,Q4,47
CMP01381,2024-08-25,,East Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,2.2,August,Q3,34
CMP01382,2024-12-24,2024-12-29,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,5.0,4.5,December,Q4,52
CMP01383,2024-06-03,,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.0,June,Q2,23
CMP01384,2024-11-28,,West Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,2.0,November,Q4,48
CMP01385,2024-07-28,2024-07-31,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,3.0,4.8,July,Q3,30
CMP01386,2024-02-29,2024-03-06,West Zone,Public Safety,Police Dept,Medium,2,Resolved,6.0,3.4,February,Q1,9
CMP01387,2024-03-12,,Central Zone,Road Damage,Public Works Dept,Low,1,Pending,,1.6,March,Q1,11
CMP01388,2024-01-24,,North-East Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,1.0,January,Q1,4
CMP01389,2024-01-20,,Industrial Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.7,January,Q1,3
CMP01390,2024-06-04,2024-06-14,North Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,10.0,3.2,June,Q2,23
CMP01391,2024-09-09,2024-09-28,West Zone,Water Supply,Water Supply Dept,Low,1,Resolved,19.0,1.9,September,Q3,37
CMP01392,2024-02-29,2024-03-08,Central Zone,Public Safety,Police Dept,Low,1,Resolved,8.0,3.2,February,Q1,9
CMP01393,2024-02-19,2024-02-22,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,3.0,5.0,February,Q1,8
CMP01394,2024-04-30,2024-05-04,Industrial Zone,Drainage Problem,Drainage Dept,High,3,Resolved,4.0,3.6,April,Q2,18
CMP01395,2024-10-02,2024-10-09,Industrial Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,7.0,4.5,October,Q4,40
CMP01396,2024-03-10,2024-03-13,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,3.0,4.5,March,Q1,10
CMP01397,2024-07-17,2024-07-20,South Zone,Street Light Failure,Electricity Dept,High,3,Resolved,3.0,4.3,July,Q3,29
CMP01398,2024-08-20,2024-08-23,North Zone,Road Damage,Public Works Dept,High,3,Resolved,3.0,4.4,August,Q3,34
CMP01399,2024-07-08,2024-07-20,North Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,3.0,July,Q3,28
CMP01400,2024-12-09,,Central Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,2.0,December,Q4,50
CMP01401,2024-12-22,2025-01-08,Central Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,17.0,2.5,December,Q4,51
CMP01402,2024-10-03,2024-10-17,East Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,14.0,2.2,October,Q4,40
